Name,Points,Price
GAS,3,12.8
COL,10,9.8
ALO,7,5.6
STR,-17,3.6
BOR,5,6.0
HUL,5,3.0
PER,-17,5.6
BOT,-17,3.0
HAM,27,24.5
LEC,9,23.2
OCO,7,10.1
BEA,1,7.0
NOR,11,25.6
PIA,23,24.9
RUS,35,27.8
ANT,35,25.4
LAW,7,8.9
LIN,6,6.2
VER,43,27.9
HAD,15,12.7
SAI,-17,11.4
ALB,7,7.6
