Name,Points,Price
GAS,0,12.0
COL,0,6.2
ALO,0,10.0
STR,0,8.0
HUL,0,6.8
BOR,0,6.4
PER,0,6.0
BOT,0,5.9
LEC,0,22.8
HAM,0,22.5
BEA,0,7.4
OCO,0,7.3
NOR,0,27.2
PIA,0,25.5
RUS,0,27.4
ANT,0,23.2
LAW,0,6.5
LIN,0,6.2
VER,0,27.7
HAD,0,15.1
SAI,0,11.8
ALB,0,11.6
